"id","taxon_family_name","taxon_species_name","n","species","taxon_genus_name","Distribution","Habito1","Habito2","SNAPregional","BiodiversidataEstablecimiento","IUCNglobal","trendGlobal","esta_en_powo","esta_en_gbif","es_un_nuevo_registro","url_powo","synonym","remarks"
350,"Cactaceae","Parodia neoarechavaletae",3,"Parodia neoarechavaletae","Parodia",1,"NE","NE","No evaluada","NE","VU","Decreasing","Está","Está","NO","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1001461-1",,
351,"Cactaceae","Parodia ottonis",94,"Parodia ottonis","Parodia",19,"Hierba","Perenne","No evaluada","nativa","VU","Decreasing",,,,,,
352,"Cactaceae","Parodia oxycostata",1,"Parodia oxycostata","Parodia",1,"Hierba","Perenne","No evaluada","NE","VU","Decreasing","No está","No está","SI","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1005821-1",,
353,"Cactaceae","Parodia scopa",93,"Parodia scopa","Parodia",5,"Hierba","Perenne","No evaluada","nativa","VU","Decreasing",,,,,,
354,"Cactaceae","Parodia tenuicylindrica",6,"Parodia tenuicylindrica","Parodia",1,"Hierba","Perenne","Prioritaria","nativa","EN","Decreasing","Está","Está","NO","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1001465-1",,
136,"Asteraceae","Gamochaeta stachydifolia",1,,,,,,,,,,,,,,,"new species"
356,"Cactaceae","Rhipsalis cereuscula",2,"Rhipsalis cereuscula","Rhipsalis",2,"Hierba","Perenne","Prioritaria","NE","LC","Decreasing",,,,,,
142,"Asteraceae","Grindelia linearifolia",1,,,,,,,,,,,,,,,"new species"
154,"Asteraceae","Helianthus annuus",1,,,,,,,,,,"Introducida",,"-","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:119003-2",,"non-native"
359,"Fabaceae","Acacia dealbata",26,"Acacia dealbata","Acacia",4,"Arbol","Perenne","No evaluada","NE","LC","Unknown",,,,,,
164,"Asteraceae","Hypochaeris glabra",1,,,,,,,,,,,,,,,"non native"
361,"Fabaceae","Acacia longifolia",106,"Acacia longifolia","Acacia",5,"Arbol","Perenne","No evaluada","NE","LC","Unknown",,,,,,
166,"Asteraceae","Hypochaeris lutea",1,,,,,,,,,,,,,,,"new species"
363,"Fabaceae","Acacia melanoxylon",9,"Acacia melanoxylon","Acacia",3,"Arbol","Perenne","No evaluada","NE","NE","NE",,,,,,
178,"Asteraceae","Lactuca sativa",1,,,,,,,,,,"Potencial introducida","-","-","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:228239-1",,"non-native"
181,"Asteraceae","Leptostelma tweediei",1,,,,,,,,,,,,,,,"new species"
366,"Fabaceae","Adesmia bicolor",7,"Adesmia bicolor","Adesmia",16,"Hierba","Perenne","No evaluada","nativa","NE","NE",,,,,,
367,"Fabaceae","Adesmia incana",2,"Adesmia incana","Adesmia",9,"Hierba","Perenne","No evaluada","nativa","NE","NE",,,,,,
368,"Fabaceae","Adesmia latifolia",4,"Adesmia latifolia","Adesmia",13,"Hierba","Perenne","No evaluada","nativa","NE","NE",,,,,,
192,"Asteraceae","Melanthera latifolia",1,,,,,,,,,,,,,,,"new species"
370,"Fabaceae","Adesmia punctata",12,"Adesmia punctata","Adesmia",16,"Hierba","Perenne","No evaluada","nativa","NE","NE",,,,,,
371,"Fabaceae","Adesmia securigerifolia",18,"Adesmia securigerifolia","Adesmia",9,"Hierba","Anual","No evaluada","nativa","NE","NE",,,,,,
372,"Fabaceae","Aeschynomene montevidensis",7,"Aeschynomene montevidensis","Aeschynomene",7,"Arbusto","Perenne","No Prioritaria","nativa","NE","NE",,,,,,
373,"Fabaceae","Albizia inundata",3,"Albizia inundata","Albizia",5,"Arbol","Perenne","No Prioritaria","nativa","LC","Stable","Está","Está","NO","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77303820-1",,
195,"Asteraceae","Micropsis dasycarpa",1,,,,,,,,,,,,,,,"new species"
375,"Fabaceae","Ancistrotropis clitorioides",1,"Ancistrotropis clitorioides","Ancistrotropis",3,"Enredadera","Perenne","No evaluada","nativa","NE","NE",,,,,,
376,"Fabaceae","Arachis burkartii",7,"Arachis burkartii","Arachis",5,"Hierba","Perenne","Prioritaria","nativa","NE","NE",,,,,,
377,"Fabaceae","Arachis villosa",12,"Arachis villosa","Arachis",9,"Hierba","Perenne","No evaluada","nativa","NT","Unknown",,,,,,
378,"Fabaceae","Bauhinia forficata",32,"Bauhinia forficata","Bauhinia",4,"Arbol","Perenne","No Prioritaria","nativa","LC","Stable",,,,,,
201,"Asteraceae","Mikania sulcata",1,,,,,,,,,,,,,,,"new species"
205,"Asteraceae","Neja filiformis",1,,,,,,,,,,,,,,,"new species"
381,"Fabaceae","Calliandra parvifolia",7,"Calliandra parvifolia","Calliandra",8,"Arbusto","Perenne","No Prioritaria","nativa","LC","Stable",,,,,,
382,"Fabaceae","Calliandra selloi",7,"Calliandra selloi","Calliandra",4,"Arbusto","Perenne","No evaluada","NE","NE","NE",,,,,,
383,"Fabaceae","Calliandra tweediei",60,"Calliandra tweediei","Calliandra",13,"Arbusto","Perenne","No evaluada","NE","LC","Stable",,,,,,
384,"Fabaceae","Camptosema rubicundum",50,"Camptosema rubicundum","Camptosema",16,"Liana","Perenne","No evaluada","nativa","NE","NE",,,,,,
385,"Fabaceae","Canavalia bonariensis",15,"Canavalia bonariensis","Canavalia",8,"Liana","Perenne","No evaluada","nativa","NE","NE",,,,,,
386,"Fabaceae","Centrosema virginianum",8,"Centrosema virginianum","Centrosema",7,"Hierba","Perenne","No evaluada","nativa","NE","NE",,,,,,
387,"Fabaceae","Chamaecrista flexuosa",2,"Chamaecrista flexuosa","Chamaecrista",3,"Hierba","Perenne","No evaluada","NE","NE","NE",,,,,,
388,"Fabaceae","Chamaecrista repens",2,"Chamaecrista repens","Chamaecrista",4,"Hierba","Perenne","No evaluada","nativa","NE","NE",,,,,,
208,"Asteraceae","Noticastrum chebataroffii",1,,,,,,,,,,,,,,,"new species"
390,"Fabaceae","Clitoria nana",2,"Clitoria nana","Clitoria",2,"Hierba","Anual","Prioritaria","NE","NE","NE",,,,,,
391,"Fabaceae","Collaea stenophylla",7,"Collaea stenophylla","Collaea",8,"Subarbusto","Perenne","No Prioritaria","nativa","NE","NE",,,,,,
212,"Asteraceae","Noticastrum sericeum",1,,,,,,,,,,,,,,,"new species"
393,"Fabaceae","Desmanthus acuminatus",2,"Desmanthus acuminatus","Desmanthus",15,"Hierba","Perenne","No evaluada","NE","NE","NE",,,,,,
227,"Asteraceae","Pseudogynoxys chenopodioides",1,,,,,,,,,,"Potencial introducida","-","-","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:211361-2",,"non-native"
395,"Fabaceae","Desmodium affine",3,"Desmodium affine","Desmodium",6,"Hierba","Perenne","No evaluada","nativa","NE","NE",,,,,,
396,"Fabaceae","Desmodium arechavaletae",1,"Desmodium arechavaletae","Desmodium",4,"Subarbusto","Perenne","No evaluada","NE","NE","NE",,,,,,
397,"Fabaceae","Desmodium incanum",22,"Desmodium incanum","Desmodium",9,"Hierba","Perenne","No evaluada","nativa","NE","NE",,,,,,
398,"Fabaceae","Discolobium psoraleifolium",1,"Discolobium psoraleifolium","Discolobium",1,"Subarbusto","Perenne","No evaluada","NE","NE","NE",,,,,,
399,"Fabaceae","Enterolobium contortisiliquum",9,"Enterolobium contortisiliquum","Enterolobium",5,"Arbol","Perenne","No Prioritaria","nativa","LC","Stable",,,,,,
400,"Fabaceae","Erythrina crista-galli",128,"Erythrina crista-galli","Erythrina",10,"Arbol","Perenne","No Prioritaria","nativa","LC","Stable",,,,,,
256,"Asteraceae","Senecio saltensis",1,,,,,,,,,,,,,,,"new species"
402,"Fabaceae","Erythrostemon gilliesii",2,"Erythrostemon gilliesii","Erythrostemon",4,"Arbusto","Perenne","No Prioritaria","nativa","NE","NE",,,,,,
403,"Fabaceae","Galactia australis",3,"Galactia australis","Galactia",7,"Subarbusto","Perenne","No evaluada","NE","NE","NE",,,,,,
404,"Fabaceae","Galactia benthamiana",1,"Galactia benthamiana","Galactia",6,"Hierba","Perenne","No evaluada","NE","NE","NE",,,,,,
405,"Fabaceae","Galactia gracillima",1,"Galactia gracillima","Galactia",5,"Hierba","Perenne","No evaluada","NE","NE","NE",,,,,,
406,"Fabaceae","Genista monspessulana",15,"Genista monspessulana","Genista",3,"Arbusto","Perenne","No evaluada","NE","NE","NE",,,,,,
407,"Fabaceae","Geoffroea decorticans",31,"Geoffroea decorticans","Geoffroea",5,"Arbol","Perenne","No Prioritaria","nativa","LC","Stable",,,,,,
408,"Fabaceae","Gleditsia amorphoides",3,"Gleditsia amorphoides","Gleditsia",3,"Arbol","Perenne","Prioritaria","nativa","NE","NE",,,,,,
409,"Fabaceae","Gleditsia triacanthos",54,"Gleditsia triacanthos","Gleditsia",4,"Arbol","Perenne","No evaluada","introducida","LC","Stable",,,,,,
265,"Asteraceae","Soliva macrocephala",1,,,,,,,,,,,,,,,"new species"
285,"Asteraceae","Taraxacum erythrospermum",1,,,,,,,,,,"Potencial introducida","-","-","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:249536-2",,"non-native"
412,"Fabaceae","Indigofera asperifolia",1,"Indigofera asperifolia","Indigofera",7,"Hierba","Perenne","No evaluada","nativa","LC","Unknown",,,,,,
288,"Asteraceae","Tessaria dodonaeifolia",1,,,,,,,,,,,,,,,"new species"
289,"Asteraceae","Tessaria integrifolia",1,,,,,,,,,,,,,,,"new species"
415,"Fabaceae","Inga uraguensis",22,"Inga uraguensis","Inga",6,"Arbol","Perenne","No evaluada","nativa","NE","NE",,,,,,
291,"Asteraceae","Tragopogon porrifolius",1,,,,,,,,,,"Potencial introducida","-","-","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:256109-1",,"non-native"
417,"Fabaceae","Lathyrus nervosus",21,"Lathyrus nervosus","Lathyrus",9,"Hierba","Perenne","No evaluada","nativa","NE","NE",,,,,,
309,"Cactaceae","Austrocylindropuntia subulata",1,,,,,,,,,,,,,,,"non native"
419,"Fabaceae","Lathyrus pubescens",15,"Lathyrus pubescens","Lathyrus",14,"Hierba","Perenne","No evaluada","nativa","NE","NE",,,,,,
420,"Fabaceae","Lathyrus pusillus",1,"Lathyrus pusillus","Lathyrus",16,"Hierba","Anual","No evaluada","nativa","NE","NE",,,,,,
421,"Fabaceae","Lathyrus subulatus",5,"Lathyrus subulatus","Lathyrus",18,"Hierba","Perenne","No evaluada","nativa","NE","NE",,,,,,
422,"Fabaceae","Leptospron adenanthum",3,"Leptospron adenanthum","Leptospron",7,"Enredadera","Perenne","No evaluada","nativa","NE","NE",,,,,,
423,"Fabaceae","Lotus corniculatus",13,"Lotus corniculatus","Lotus",2,"Hierba","Perenne","No evaluada","introducida","NE","NE",,,,,,
424,"Fabaceae","Lotus subbiflorus",5,"Lotus subbiflorus","Lotus",7,"Hierba","Anual","No evaluada","NE","NE","NE",,,,,,
425,"Fabaceae","Lotus tenuis",1,"Lotus tenuis","Lotus",3,"Hierba","Perenne","No evaluada","NE","NE","NE",,,,,,
426,"Fabaceae","Lupinus albescens",12,"Lupinus albescens","Lupinus",6,"Hierba","Perenne","No evaluada","NE","NE","NE",,,,,,
427,"Fabaceae","Lupinus bracteolaris",73,"Lupinus bracteolaris","Lupinus",14,"Hierba","Anual","No evaluada","nativa","NE","NE",,,,,,
428,"Fabaceae","Lupinus gibertianus",26,"Lupinus gibertianus","Lupinus",12,"Hierba","Anual","No evaluada","nativa","NE","NE",,,,,,
429,"Fabaceae","Lupinus lanatus",4,"Lupinus lanatus","Lupinus",2,"Hierba","Perenne","Prioritaria","NE","NE","NE",,,,,,
430,"Fabaceae","Lupinus linearis",4,"Lupinus linearis","Lupinus",12,"Hierba","Anual","Prioritaria","nativa","NE","NE",,,,,,
431,"Fabaceae","Lupinus multiflorus",67,"Lupinus multiflorus","Lupinus",10,"Hierba","Perenne","No evaluada","nativa","NE","NE",,,,,,
314,"Cactaceae","Frailea castanea",1,,,,,,,,,,,,,,,"new species"
433,"Fabaceae","Macroptilium lathyroides",1,"Macroptilium lathyroides","Macroptilium",1,"Hierba","Anual","No evaluada","NE","NE","NE",,,,,,
434,"Fabaceae","Macroptilium prostratum",14,"Macroptilium prostratum","Macroptilium",14,"Hierba","Perenne","No evaluada","nativa","NE","NE",,,,,,
435,"Fabaceae","Medicago arabica",13,"Medicago arabica","Medicago",6,"Hierba","Anual","No evaluada","NE","NE","NE",,,,,,
436,"Fabaceae","Medicago lupulina",16,"Medicago lupulina","Medicago",8,"Hierba","Anual","No evaluada","introducida","NE","NE",,,,,,
437,"Fabaceae","Medicago minima",1,"Medicago minima","Medicago",16,"Hierba","Anual","No evaluada","NE","NE","NE",,,,,,
438,"Fabaceae","Medicago polymorpha",9,"Medicago polymorpha","Medicago",1,"Hierba","Anual","No evaluada","introducida","NE","NE",,,,,,
439,"Fabaceae","Medicago sativa",15,"Medicago sativa","Medicago",4,"Hierba","Perenne","No evaluada","introducida","LC","Stable",,,,,,
440,"Fabaceae","Melilotus albus",18,"Melilotus albus","Melilotus",5,"Hierba","Bianual","No evaluada","introducida","NE","NE",,,,,,
441,"Fabaceae","Melilotus indicus",13,"Melilotus indicus","Melilotus",10,"Hierba","Anual","No evaluada","introducida","NE","NE",,,,,,
323,"Cactaceae","Gymnocalycium volskyi",1,,,,,,,,,,,,,,,"new species"
443,"Fabaceae","Mimosa australis",12,"Mimosa australis","Mimosa",4,"Arbusto","Perenne","Prioritaria","NE","NE","NE",,,,,,
444,"Fabaceae","Mimosa axillarioides",1,"Mimosa axillarioides","Mimosa",4,"Hierba","Perenne","No evaluada","NE","NE","NE",,,,,,
325,"Cactaceae","Harrisia martinii",1,,,,,,,,,,,,,,,"new species"
339,"Cactaceae","Opuntia salmiana",1,,,,,,,,,,,,,,,"new species"
447,"Fabaceae","Mimosa bifurca",6,"Mimosa bifurca","Mimosa",1,"Arbusto","Perenne","Prioritaria","nativa","NE","NE",,,,,,
448,"Fabaceae","Mimosa bimucronata",2,"Mimosa bimucronata","Mimosa",3,"Arbusto","Perenne","Prioritaria","nativa","LC","Stable",,,,,,
449,"Fabaceae","Mimosa burkartii",13,"Mimosa burkartii","Mimosa",2,"Arbusto","Perenne","Prioritaria","NE","NE","NE",,,,,,
341,"Cactaceae","Parodia buiningii",1,,,,,,,,,,,,,,,"new species"
451,"Fabaceae","Mimosa dutrae",12,"Mimosa dutrae","Mimosa",3,"Hierba","Perenne","Prioritaria","nativa","NE","NE",,,,,,
452,"Fabaceae","Mimosa flagellaris",12,"Mimosa flagellaris","Mimosa",5,"Hierba","Perenne","No evaluada","nativa","NE","NE",,,,,,
345,"Cactaceae","Parodia fusca",1,,,,,,,,,,,,,,,"new species"
454,"Fabaceae","Mimosa magentea",4,"Mimosa magentea","Mimosa",2,"Arbusto","Perenne","Prioritaria","NE","NE","NE",,,,,,
455,"Fabaceae","Mimosa paupera",1,"Mimosa paupera","Mimosa",4,"Hierba","Perenne","No evaluada","nativa","NE","NE",,,,,,
456,"Fabaceae","Mimosa pigra",1,"Mimosa pigra","Mimosa",1,"Arbusto","Perenne","No Prioritaria","nativa","LC","Stable","Está","Está","NO","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:313003-2",,
457,"Fabaceae","Mimosa pilulifera",5,"Mimosa pilulifera","Mimosa",7,"Arbusto","Perenne","No Prioritaria","nativa","LC","Stable",,,,,,
458,"Fabaceae","Mimosa ramulosa",18,"Mimosa ramulosa","Mimosa",9,"Arbusto","Perenne","No Prioritaria","nativa","NE","NE",,,,,,
355,"Cactaceae","Parodia werdermanniana",1,,,,,,,,,,,,,,,"new species"
357,"Cactaceae","Rhipsalis floccosa",1,,,,,,,,,,,,,,,"new species"
461,"Fabaceae","Mimosa schleidenii",6,"Mimosa schleidenii","Mimosa",6,"Subarbusto","Perenne","Prioritaria","NE","NE","NE",,,,,,
462,"Fabaceae","Mimosa sprengelii",12,"Mimosa sprengelii","Mimosa",9,"Arbusto","Perenne","No Prioritaria","nativa","NE","NE",,,,,,
463,"Fabaceae","Mimosa strigillosa",2,"Mimosa strigillosa","Mimosa",5,"Hierba","Perenne","No evaluada","nativa","NE","NE",,,,,,
358,"Cactaceae","Selenicereus undatus",1,,,,,,,,,,"Potencial introducida","-","-","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77163184-1",,"non-native"
465,"Fabaceae","Mimosa uraguensis",3,"Mimosa uraguensis","Mimosa",6,"Arbusto","Perenne","No Prioritaria","nativa","NE","NE",,,,,,
360,"Fabaceae","Acacia elata",1,,,,,,,,,,,,,,,"non native"
365,"Fabaceae","Acacia retinodes",1,,,,,,,,,,,,,,,"non native"
369,"Fabaceae","Adesmia muricata",1,,,,,,,,,,,,,,,"new species"
379,"Fabaceae","Bauhinia variegata",1,,,,,,,,,,"Potencial introducida","-","-","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:481756-1",,"non-native"
470,"Fabaceae","Neptunia pubescens",1,"Neptunia pubescens","Neptunia",4,"Hierba","Perenne","No evaluada","nativa","NE","NE",,,,,,
471,"Fabaceae","Parapiptadenia rigida",3,"Parapiptadenia rigida","Parapiptadenia",6,"Arbol","Perenne","No Prioritaria","nativa","LC","Stable",,,,,,
472,"Fabaceae","Parkinsonia aculeata",52,"Parkinsonia aculeata","Parkinsonia",10,"Arbusto","Perenne","No Prioritaria","introducida","LC","Stable",,,,,,
473,"Fabaceae","Peltophorum dubium",3,"Peltophorum dubium","Peltophorum",4,"Arbol","Perenne","Prioritaria","nativa","LC","Stable",,,,,,
474,"Fabaceae","Poecilanthe parviflora",2,"Poecilanthe parviflora","Poecilanthe",7,"Arbusto","Perenne","No Prioritaria","nativa","DD","NE",,,,,,
475,"Fabaceae","Poiretia tetraphylla",7,"Poiretia tetraphylla","Poiretia",11,"Subarbusto","Perenne","No evaluada","nativa","NE","NE",,,,,,
476,"Fabaceae","Pomaria pilosa",2,"Pomaria pilosa","Pomaria",5,"Hierba","Perenne","No evaluada","nativa","NE","NE",,,,,,
477,"Fabaceae","Pomaria rubicunda",5,"Pomaria rubicunda","Pomaria",1,"Arbusto","Perenne","Prioritaria","NE","NE","NE","Está","Está","NO","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1117952-2",,
478,"Fabaceae","Psoralea pinnata",1,"Psoralea pinnata","Psoralea",2,"Arbusto","Perenne","No evaluada","NE","NE","NE",,,,,,
479,"Fabaceae","Rhynchosia corylifolia",4,"Rhynchosia corylifolia","Rhynchosia",7,"Hierba","Perenne","No evaluada","nativa","NE","NE",,,,,,
380,"Fabaceae","Calliandra parviflora",1,,,,,,,,,,,,,,,"wrong ID"
481,"Fabaceae","Rhynchosia lineata",2,"Rhynchosia lineata","Rhynchosia",7,"Hierba","Perenne","No evaluada","NE","NE","NE",,,,,,
482,"Fabaceae","Rhynchosia senna",3,"Rhynchosia senna","Rhynchosia",14,"Hierba","Perenne","No evaluada","nativa","LC","Stable",,,,,,
483,"Fabaceae","Robinia pseudoacacia",2,"Robinia pseudoacacia","Robinia",3,"Arbol","Perenne","No evaluada","NE","LC","Increasing",,,,,,
484,"Fabaceae","Senegalia bonariensis",56,"Senegalia bonariensis","Senegalia",13,"Arbusto","Perenne","No evaluada","nativa","NE","NE",,,,,,
485,"Fabaceae","Senna corymbosa",53,"Senna corymbosa","Senna",19,"Arbusto","Perenne","No Prioritaria","nativa","LC","Stable",,,,,,
389,"Fabaceae","Chamaecrista rotundifolia",1,,,,,,,,,,,,,,,"new species"
392,"Fabaceae","Ctenodon histrix",1,,,,,,,,,,,,,,,"new species"
488,"Fabaceae","Senna nana",3,"Senna nana","Senna",7,"Hierba","Perenne","No evaluada","NE","NE","NE",,,,,,
401,"Fabaceae","Erythrina speciosa",1,,,,,,,,,,,,,,,"new species"
411,"Fabaceae","Helicotropis hookeri",1,,,,,,,,,,,,,,,"new species"
491,"Fabaceae","Senna scabriuscula",3,"Senna scabriuscula","Senna",6,"Hierba","Perenne","No evaluada","NE","NE","NE",,,,,,
492,"Fabaceae","Sesbania punicea",68,"Sesbania punicea","Sesbania",12,"Arbol","Perenne","No Prioritaria","nativa","LC","Stable",,,,,,
493,"Fabaceae","Sesbania virgata",34,"Sesbania virgata","Sesbania",11,"Arbusto","Perenne","No Prioritaria","nativa","LC","Stable",,,,,,
494,"Fabaceae","Spartium junceum",33,"Spartium junceum","Spartium",3,"Arbusto","Perenne","No evaluada","introducida","NE","NE",,,,,,
495,"Fabaceae","Stylosanthes leiocarpa",7,"Stylosanthes leiocarpa","Stylosanthes",10,"Hierba","Perenne","No evaluada","nativa","NE","NE",,,,,,
496,"Fabaceae","Stylosanthes montevidensis",5,"Stylosanthes montevidensis","Stylosanthes",12,"Hierba","Perenne","No evaluada","nativa","NE","NE",,,,,,
497,"Fabaceae","Tephrosia cinerea",5,"Tephrosia cinerea","Tephrosia",8,"Hierba","Perenne","No evaluada","nativa","NE","NE",,,,,,
498,"Fabaceae","Tipuana tipu",8,"Tipuana tipu","Tipuana",2,"Arbol","Perenne","No evaluada","nativa","LC","Stable",,,,,,
413,"Fabaceae","Indigofera sabulicola",1,,,,,,,,,,,,,,,"new species"
500,"Fabaceae","Trifolium campestre",4,"Trifolium campestre","Trifolium",4,"Hierba","Anual","No evaluada","NE","NE","NE",,,,,,
414,"Fabaceae","Indigofera suffruticosa",1,,,,,,,,,,,,,,,"new species"
502,"Fabaceae","Trifolium polymorphum",27,"Trifolium polymorphum","Trifolium",16,"Hierba","Perenne","No evaluada","nativa","NE","NE",,,,,,
503,"Fabaceae","Trifolium pratense",34,"Trifolium pratense","Trifolium",2,"Hierba","Perenne","No evaluada","introducida","LC","Stable",,,,,,
504,"Fabaceae","Trifolium repens",40,"Trifolium repens","Trifolium",4,"Hierba","Perenne","No evaluada","introducida","NE","NE",,,,,,
416,"Fabaceae","Lathyrus latifolius",1,,,,,,,,,,,,,,,"non native"
506,"Fabaceae","Ulex europaeus",38,"Ulex europaeus","Ulex",4,"Arbusto","Perenne","No evaluada","introducida","LC","Stable",,,,,,
418,"Fabaceae","Lathyrus odoratus",1,,,,,,,,,,,,,,,"non native"
508,"Fabaceae","Vachellia caven",132,"Vachellia caven","Vachellia",14,"Arbusto","Perenne","No Prioritaria","nativa","LC","Stable",,,,,,
432,"Fabaceae","Macroptilium erythroloma",1,,,,,,,,,,,,,,,"new species"
510,"Fabaceae","Vicia benghalensis",16,"Vicia benghalensis","Vicia",8,"Hierba","Anual","No evaluada","introducida","NE","NE",,,,,,
511,"Fabaceae","Vicia faba",1,"Vicia faba","Vicia",1,"Hierba","Anual","No evaluada","NE","NE","NE",,,,,,
445,"Fabaceae","Mimosa balansae",1,,,,,,,,,,,,,,,"new species"
450,"Fabaceae","Mimosa cruenta",1,,,,,,,,,,,,,,,"new species"
514,"Fabaceae","Vicia sativa",22,"Vicia sativa","Vicia",4,"Hierba","Anual","No evaluada","introducida","LC","Stable",,,,,,
453,"Fabaceae","Mimosa incana",1,,,,,,,,,,,,,,,"new species"
516,"Fabaceae","Vigna longifolia",5,"Vigna longifolia","Vigna",6,"Enredadera","Perenne","No evaluada","nativa","LC","Stable",,,,,,
517,"Fabaceae","Vigna luteola",24,"Vigna luteola","Vigna",10,"Enredadera","Anual","No evaluada","nativa","LC","Stable",,,,,,
464,"Fabaceae","Mimosa tweedieana",1,,,,,,,,,,,,,,,"new species"
519,"Solanaceae","Bouchetia anomala",22,"Bouchetia anomala","Bouchetia",7,"Hierba","Perenne","No evaluada","nativa","NE","NE",,,,,,
467,"Fabaceae","Nanogalactia pretiosa",1,,,,,,,,,,,,,,"Galactia pretiosa",
521,"Solanaceae","Brunfelsia australis",5,"Brunfelsia australis","Brunfelsia",1,"Arbusto","Perenne","No evaluada","NE","LC","Stable","Está","Está","NO","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:37517-2",,
522,"Solanaceae","Brunfelsia pauciflora",2,"Brunfelsia pauciflora","Brunfelsia",1,"Arbusto","Perenne","No evaluada","introducida","LC","Stable","No está","No está","SI","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:814676-1",,
487,"Fabaceae","Senna hirsuta",1,,,,,,,,,,,,,,,"new species"
524,"Solanaceae","Calibrachoa humilis",10,"Calibrachoa humilis","Calibrachoa",1,"Subarbusto","Perenne","Prioritaria","nativa","NE","NE",,,,,,
525,"Solanaceae","Calibrachoa parviflora",14,"Calibrachoa parviflora","Calibrachoa",8,"Hierba","Anual","No evaluada","nativa","NE","NE",,,,,,
526,"Solanaceae","Calibrachoa pubescens",2,"Calibrachoa pubescens","Calibrachoa",1,"Hierba","Perenne","No evaluada","nativa","NE","NE",,,,,,
490,"Fabaceae","Senna pendula",1,,,,,,,,,,,,,,,"new species"
499,"Fabaceae","Trifolium angustifolium",1,,,,,,,,,,,,,,,"non native"
529,"Solanaceae","Capsicum annuum",1,"Capsicum annuum","Capsicum",1,"Arbusto","Perenne","No evaluada","nativa","LC","Stable",,,,,,
530,"Solanaceae","Cestrum parqui",25,"Cestrum parqui","Cestrum",2,"Arbusto","Perenne","No Prioritaria","nativa","LC","Stable",,,,,,
531,"Solanaceae","Cestrum strigilatum",4,"Cestrum strigilatum","Cestrum",2,"Arbusto","Perenne","No Prioritaria","nativa","LC","Stable",,,,,,
532,"Solanaceae","Datura ferox",18,"Datura ferox","Datura",5,"Hierba","Anual","No evaluada","nativa","NE","NE",,,,,,
533,"Solanaceae","Jaborosa integrifolia",11,"Jaborosa integrifolia","Jaborosa",1,"Hierba","Perenne","No evaluada","nativa","NE","NE",,,,,,
534,"Solanaceae","Jaborosa runcinata",41,"Jaborosa runcinata","Jaborosa",4,"Hierba","Perenne","No evaluada","nativa","NE","NE",,,,,,
535,"Solanaceae","Lycium boerhaviifolium",5,"Lycium boerhaviifolium","Lycium",2,"Arbusto","Perenne","No Prioritaria","nativa","NE","NE",,,,,,
501,"Fabaceae","Trifolium fragiferum",1,,,,,,,,,,,,,,,"non native"
537,"Solanaceae","Lycium ciliatum",2,"Lycium ciliatum","Lycium",1,"Arbusto","Perenne","Prioritaria","nativa","NE","NE","No está","Está","NO","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:816391-1",,
507,"Fabaceae","Vachellia astringens",1,,,,,,,,,,,,,,,"new species"
539,"Solanaceae","Nicotiana alata",7,"Nicotiana alata","Nicotiana",10,"Hierba","Perenne","No evaluada","NE","NE","NE",,,,,,
540,"Solanaceae","Nicotiana bonariensis",35,"Nicotiana bonariensis","Nicotiana",8,"Hierba","Anual","No evaluada","NE","NE","NE",,,,,,
541,"Solanaceae","Nicotiana glauca",24,"Nicotiana glauca","Nicotiana",3,"Arbusto","Perenne","No evaluada","introducida","NE","NE",,,,,,
542,"Solanaceae","Nicotiana longiflora",67,"Nicotiana longiflora","Nicotiana",7,"Hierba","Perenne","No evaluada","nativa","NE","NE",,,,,,
512,"Fabaceae","Vicia graminea",1,,,,,,,,,,,,,,,"new species"
544,"Solanaceae","Nierembergia aristata",9,"Nierembergia aristata","Nierembergia",1,"Hierba","Perenne","Prioritaria","nativa","NE","NE",,,,,,
545,"Solanaceae","Nierembergia calycina",26,"Nierembergia calycina","Nierembergia",4,"Hierba","Perenne","Prioritaria","nativa","NE","NE",,,,,,
546,"Solanaceae","Nierembergia ericoides",25,"Nierembergia ericoides","Nierembergia",1,"Hierba","Perenne","Prioritaria","nativa","NE","NE","No está","Está","NO","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:817122-1",,
513,"Fabaceae","Vicia montevidensis",1,,,,,,,,,,,,,,,"new species"
548,"Solanaceae","Nierembergia linariifolia",15,"Nierembergia linariifolia","Nierembergia",2,"Hierba","Perenne","No evaluada","nativa","NE","NE",,,,,,
